1020438	0918231225	87
1020437	1711102704	69
1020436	2721180601	73
1020435	1502070518	47
1020434	0312171424	70
1020433	1402091926	70
1020432	0822191209	70
1020431	2614030219	64
1020430	2015132316	87
1020429	1511031319	61
1020428	1113030705	39
1020427	1506121408	55
1020426	1526070527	80
1020425	0521011117	55
1020424	1507160326	67
1020423	2728221626	119
1020422	2827011316	85
1020421	2506280314	76
1020420	2807252706	93
1020419	1311271722	90
1020418	2122151813	89
1020417	1618170605	62
1020416	2612171925	99
1020415	0901222002	54
1020414	2003070416	50
1020413	1619020113	51
1020412	1609071901	52
1020411	0804251022	69
1020410	2404152620	89
1020409	1803100425	60
1020408	0420092313	69
1020407	2602242025	97
1020406	0305170701	33
1020405	2016211106	74
1020404	1727080201	55
1020403	1903280920	79
1020402	2506221201	66
1020401	2018130811	70
1020400	0716082803	62
1020399	2310161508	72
1020398	1701142004	56
1020397	1902042514	64
1020396	1628140705	70
1020395	1823051127	84
1020394	2720160718	88
1020393	1925151207	78
1020392	1615040821	64
1020391	0923140217	65
1020390	2415210507	72
1020389	2116040709	57
1020388	2210020301	38
1020387	0907281425	83
1020386	0721041411	57
1020385	1722190605	69
1020384	1521102601	73
1020383	1528222612	103
1020382	2707120224	72
1020381	1215070226	62
1020380	0617221007	62
1020379	2215120514	68
1020378	0818190624	75
1020377	1115022004	52
1020376	0323041711	58
1020375	0904181422	67
1020374	1404132101	53
1020373	1315072104	60
1020372	2701082425	85
1020371	2411192504	83
1020370	0923181604	70
1020369	2510150320	73
1020368	1618052726	92
1020367	1801100506	40
1020366	0815120526	66
1020365	0908241903	63
1020364	0321250923	81
1020363	0819031610	56
1020362	0203011211	29
1020361	0423010716	51
1020360	0515071904	50
1020359	2325160114	79
1020358	1328111609	77
1020357	2722080124	82
1020356	1021201216	79
1020355	2319041401	61
1020354	0310141812	57
1020353	0702111924	63
1020352	1721180604	66
1020351	2619270704	83
1020350	2325120308	71
1020349	0228162404	74
1020348	0409260127	67
1020347	1807091424	72
1020346	1110240604	55
1020345	0901060702	25
1020344	0723082028	86
1020343	2215270905	78
1020342	1426090622	77
1020341	0628180407	63
1020340	1721120825	83
1020339	1909041227	71
1020338	2116171311	78
1020337	1225152720	99
1020336	2110091604	60
1020335	1805032420	70
1020334	0924031916	71
1020333	1211261321	83
1020332	1121101323	78
1020331	0314280408	57
1020330	1421080717	67
1020329	0403172809	61
1020328	2815070103	54
1020327	2325210628	103
1020326	2508062023	82
1020325	1725010616	65
1020324	2023041713	77
1020323	0625260912	78
1020322	2102150614	58
1020321	0710041918	58
1020320	0725210408	65
1020319	0706261504	58
1020318	1611231504	69
1020317	1617202710	90
1020316	1715232026	101
1020315	1004171523	69
1020314	1223210414	74
1020313	1306221823	82
1020312	0618272320	94
1020311	1423061911	73
1020310	0926121404	65
1020309	1617090524	71
1020308	2401032519	72
1020307	1909281014	80
1020306	0827052824	92
1020305	2611130616	72
1020304	1615082802	69
1020303	0323261027	89
1020302	1120082817	84
1020301	0320110525	64
1020300	1017060528	66
1020299	1628042623	97
1020298	1324051122	75
1020297	1024110925	79
1020296	2421160612	79
1020295	0115250809	58
1020294	2720070810	72
1020293	1127201218	88
1020292	1328162002	79
1020291	1322231026	94
1020290	0327162006	72
1020289	0811271214	72
1020288	0511041001	31
1020287	1710022120	70
1020286	2616230213	80
1020285	0915132104	62
1020284	1228081727	92
1020283	0624020420	56
1020282	1407222506	74
1020281	0223071706	55
1020280	1128262306	94
1020279	0216081825	69
1020278	2422181411	89
1020277	1315060512	51
1020276	1827010306	55
1020275	1017190623	75
1020274	1001051122	49
1020273	0911190623	68
1020272	1823131721	92
1020271	0617131618	70
1020270	0114022111	49
1020269	2527111517	95
1020268	0717110420	59
1020267	2207032827	87
1020266	2625131018	92
1020265	1512221928	96
1020264	2504201823	90
1020263	0123052715	71
1020262	0821070115	52
1020261	1924051810	76
1020260	2724092803	91
1020259	2416212803	92
1020258	1528032414	84
1020257	1604191306	58
1020256	1302211112	59
1020255	0604211213	56
1020254	2102170125	66
1020253	1426092401	74
1020252	1117270625	86
1020251	0316081128	66
1020250	0602071228	55
1020249	2028230803	82
1020248	1603141025	68
1020247	1221252718	103
1020246	0618162015	75
1020245	1419041721	75
1020244	1426120517	74
1020243	0720150328	73
1020242	0625091611	67
1020241	1123271009	80
1020240	0314120627	62
1020239	2808120305	56
1020238	2726072016	96
1020237	0105212022	69
1020236	1912132316	83
1020235	0408251920	76
1020234	2220051513	75
1020233	0803280717	63
1020232	0528041012	59
1020231	0616092011	62
1020230	2715140810	74
1020229	0611122209	60
1020228	2801240811	72
1020227	2201240417	68
1020226	1612060525	64
1020225	1723012010	71
1020224	2319181107	78
1020223	0312022418	59
1020222	2621051503	70
1020221	2522090312	71
1020220	2302122827	92
1020219	1808271210	75
1020218	1318230203	59
1020217	2011231727	98
1020216	0919081710	63
1020215	2606252810	95
1020214	1104031425	57
1020213	2413011812	68
1020212	0614042707	58
1020211	1512032718	75
1020210	2410230215	74
1020209	2603112510	75
1020208	2707011413	62
1020207	0427281403	76
1020206	2314110801	57
1020205	0307190222	53
1020204	2017031021	71
1020203	0701021322	45
1020202	0220061125	64
1020201	2105202409	79
1020200	0811041314	50
1020199	0824191211	74
1020198	2208271425	96
1020197	2503242015	87
1020196	1026232720	106
1020195	1918030825	73
1020194	1827261013	94
1020193	0422192403	72
1020192	2216251112	86
1020191	2527231709	101
1020190	2320270226	98
1020189	2308052010	66
1020188	0215241821	80
1020187	2811241301	77
1020186	0925050820	67
1020185	2208020307	42
1020184	1506250312	61
1020183	2716032413	83
1020182	1424160406	64
1020181	0223062808	67
1020180	1307111605	52
1020179	1718191513	82
1020178	1317042302	59
1020177	2516262101	89
1020176	0214121911	58
1020175	1425190412	74
1020174	2417201914	94
1020173	2718242325	117
1020172	2215261325	101
1020171	1714130507	56
1020170	0916131424	76
1020169	0308171428	70
1020168	1707062214	66
1020167	2611211718	93
